date,date_id
2016-09-18,262
2016-09-19,263
2016-09-20,264
2016-09-21,265
2016-09-22,266
2016-09-23,267
2016-09-24,268
2016-09-25,269
2016-09-26,270
2016-09-27,271
2016-09-28,272
2016-09-29,273
2016-09-30,274
2016-10-01,275
2016-10-02,276
2016-10-03,277
2016-10-04,278
2016-10-05,279
2016-10-06,280
2016-10-07,281
2016-10-08,282
2016-10-09,283
2016-10-10,284
2016-10-11,285
2016-10-12,286
2016-10-13,287
2016-10-14,288
2016-10-15,289
2016-10-16,290
2016-10-17,291
2016-10-18,292
2016-10-19,293
2016-10-20,294
2016-10-21,295
2016-10-22,296
2016-10-23,297
2016-10-24,298
2016-10-25,299
2016-10-26,300
2016-10-27,301
2016-10-28,302
2016-10-29,303
2016-10-30,304
2016-10-31,305
2016-11-01,306
2016-11-02,307
2016-11-03,308
2016-11-04,309
2016-11-05,310
2016-11-06,311
2016-11-07,312
2016-11-08,313
2016-11-09,314
2016-11-10,315
2016-11-11,316
2016-11-12,317
2016-11-13,318
2016-11-14,319
2016-11-15,320
2016-11-16,321
2016-11-17,322
2016-11-18,323
2016-11-19,324
2016-11-20,325
2016-11-21,326
2016-11-22,327
2016-11-23,328
2016-11-24,329
2016-11-25,330
2016-11-26,331
2016-11-27,332
2016-11-28,333
2016-11-29,334
2016-11-30,335
2016-12-01,336
2016-12-02,337
2016-12-03,338
2016-12-04,339
2016-12-05,340
2016-12-06,341
2016-12-07,342
2016-12-08,343
2016-12-09,344
2016-12-10,345
2016-12-11,346
2016-12-12,347
2016-12-13,348
2016-12-14,349
2016-12-15,350
2016-12-16,351
2016-12-17,352
2016-12-18,353
2016-12-19,354
2016-12-20,355
2016-12-21,356
2016-12-22,357
2016-12-23,358
2016-12-24,359
2016-12-25,360
2016-12-26,361
2016-12-27,362
2016-12-28,363
2016-12-29,364
2016-12-30,365
2016-12-31,366
2017-01-01,367
2017-01-02,368
2017-01-03,369
2017-01-04,370
2017-01-05,371
2017-01-06,372
2017-01-07,373
2017-01-08,374
2017-01-09,375
2017-01-10,376
2017-01-11,377
2017-01-12,378
2017-01-13,379
2017-01-14,380
2017-01-15,381
2017-01-16,382
2017-01-17,383
2017-01-18,384
2017-01-19,385
2017-01-20,386
2017-01-21,387
2017-01-22,388
2017-01-23,389
2017-01-24,390
2017-01-25,391
2017-01-26,392
2017-01-27,393
2017-01-28,394
2017-01-29,395
2017-01-30,396
2017-01-31,397
2017-02-01,398
2017-02-02,399
2017-02-03,400
2017-02-04,401
2017-02-05,402
2017-02-06,403
2017-02-07,404
2017-02-08,405
2017-02-09,406
2017-02-10,407
2017-02-11,408
2017-02-12,409
2017-02-13,410
2017-02-14,411
2017-02-15,412
2017-02-16,413
2017-02-17,414
2017-02-18,415
2017-02-19,416
2017-02-20,417
2017-02-21,418
2017-02-22,419
2017-02-23,420
2017-02-24,421
2017-02-25,422
2017-02-26,423
2017-02-27,424
2017-02-28,425
2017-03-01,426
2017-03-02,427
2017-03-03,428
2017-03-04,429
2017-03-05,430
2017-03-06,431
2017-03-07,432
2017-03-08,433
2017-03-09,434
2017-03-10,435
2017-03-11,436
2017-03-12,437
2017-03-13,438
2017-03-14,439
2017-03-15,440
2017-03-16,441
2017-03-17,442
2017-03-18,443
2017-03-19,444
2017-03-20,445
2017-03-21,446
2017-03-22,447
2017-03-23,448
2017-03-24,449
2017-03-25,450
2017-03-26,451
2017-03-27,452
2017-03-28,453
2017-03-29,454
2017-03-30,455
2017-03-31,456
2017-04-01,457
2017-04-02,458
2017-04-03,459
2017-04-04,460
2017-04-05,461
2017-04-06,462
2017-04-07,463
2017-04-08,464
2017-04-09,465
2017-04-10,466
2017-04-11,467
2017-04-12,468
2017-04-13,469
2017-04-14,470
2017-04-15,471
2017-04-16,472
2017-04-17,473
2017-04-18,474
2017-04-19,475
2017-04-20,476
2017-04-21,477
2017-04-22,478
2017-04-23,479
2017-04-24,480
2017-04-25,481
2017-04-26,482
2017-04-27,483
2017-04-28,484
2017-04-29,485
2017-04-30,486
2017-05-01,487
2017-05-02,488
2017-05-03,489
2017-05-04,490
2017-05-05,491
2017-05-06,492
2017-05-07,493
2017-05-08,494
2017-05-09,495
2017-05-10,496
2017-05-11,497
2017-05-12,498
2017-05-13,499
2017-05-14,500
2017-05-15,501
2017-05-16,502
2017-05-17,503
2017-05-18,504
2017-05-19,505
2017-05-20,506
2017-05-21,507
2017-05-22,508
2017-05-23,509
2017-05-24,510
2017-05-25,511
2017-05-26,512
2017-05-27,513
2017-05-28,514
2017-05-29,515
2017-05-30,516
2017-05-31,517
2017-06-01,518
2017-06-02,519
2017-06-03,520
2017-06-04,521
2017-06-05,522
2017-06-06,523
2017-06-07,524
2017-06-08,525
2017-06-09,526
2017-06-10,527
2017-06-11,528
2017-06-12,529
2017-06-13,530
2017-06-14,531
2017-06-15,532
2017-06-16,533
2017-06-17,534
2017-06-18,535
2017-06-19,536
2017-06-20,537
2017-06-21,538
2017-06-22,539
2017-06-23,540
2017-06-24,541
2017-06-25,542
2017-06-26,543
2017-06-27,544
2017-06-28,545
2017-06-29,546
2017-06-30,547
2017-07-01,548
2017-07-02,549
2017-07-03,550
2017-07-04,551
2017-07-05,552
2017-07-06,553
2017-07-07,554
2017-07-08,555
2017-07-09,556
2017-07-10,557
2017-07-11,558
2017-07-12,559
2017-07-13,560
2017-07-14,561
2017-07-15,562
2017-07-16,563
2017-07-17,564
2017-07-18,565
2017-07-19,566
2017-07-20,567
2017-07-21,568
2017-07-22,569
2017-07-23,570
2017-07-24,571
2017-07-25,572
2017-07-26,573
2017-07-27,574
2017-07-28,575
2017-07-29,576
2017-07-30,577
2017-07-31,578
2017-08-01,579
2017-08-02,580
2017-08-03,581
2017-08-04,582
2017-08-05,583
2017-08-06,584
2017-08-07,585
2017-08-08,586
2017-08-09,587
2017-08-10,588
2017-08-11,589
2017-08-12,590
2017-08-13,591
2017-08-14,592
2017-08-15,593
2017-08-16,594
2017-08-17,595
2017-08-18,596
2017-08-19,597
2017-08-20,598
2017-08-21,599
2017-08-22,600
2017-08-23,601
2017-08-24,602
2017-08-25,603
2017-08-26,604
2017-08-27,605
2017-08-28,606
2017-08-29,607
2017-08-30,608
2017-08-31,609
2017-09-01,610
2017-09-02,611
2017-09-03,612
2017-09-04,613
2017-09-05,614
2017-09-06,615
2017-09-07,616
2017-09-08,617
2017-09-09,618
2017-09-10,619
2017-09-11,620
2017-09-12,621
2017-09-13,622
2017-09-14,623
2017-09-15,624
2017-09-16,625
2017-09-17,626
2017-09-18,627
2017-09-19,628
2017-09-20,629
2017-09-21,630
2017-09-22,631
2017-09-23,632
2017-09-24,633
2017-09-25,634
2017-09-26,635
2017-09-27,636
2017-09-28,637
2017-09-29,638
2017-09-30,639
2017-10-01,640
2017-10-02,641
2017-10-03,642
2017-10-04,643
2017-10-05,644
2017-10-06,645
2017-10-07,646
2017-10-08,647
2017-10-09,648
2017-10-10,649
2017-10-11,650
2017-10-12,651
2017-10-13,652
2017-10-14,653
2017-10-15,654
2017-10-16,655
2017-10-17,656
2017-10-18,657
2017-10-19,658
2017-10-20,659
2017-10-21,660
2017-10-22,661
2017-10-23,662
2017-10-24,663
2017-10-25,664
2017-10-26,665
2017-10-27,666
2017-10-28,667
2017-10-29,668
2017-10-30,669
2017-10-31,670
2017-11-01,671
2017-11-02,672
2017-11-03,673
2017-11-04,674
2017-11-05,675
2017-11-06,676
2017-11-07,677
2017-11-08,678
2017-11-09,679
2017-11-10,680
2017-11-11,681
2017-11-12,682
2017-11-13,683
2017-11-14,684
2017-11-15,685
2017-11-16,686
2017-11-17,687
2017-11-18,688
2017-11-19,689
2017-11-20,690
2017-11-21,691
2017-11-22,692
2017-11-23,693
2017-11-24,694
2017-11-25,695
2017-11-26,696
2017-11-27,697
2017-11-28,698
2017-11-29,699
2017-11-30,700
2017-12-01,701
2017-12-02,702
2017-12-03,703
2017-12-04,704
2017-12-05,705
2017-12-06,706
2017-12-07,707
2017-12-08,708
2017-12-09,709
2017-12-10,710
2017-12-11,711
2017-12-12,712
2017-12-13,713
2017-12-14,714
2017-12-15,715
2017-12-16,716
2017-12-17,717
2017-12-18,718
2017-12-19,719
2017-12-20,720
2017-12-21,721
2017-12-22,722
2017-12-23,723
2017-12-24,724
2017-12-25,725
2017-12-26,726
2017-12-27,727
2017-12-28,728
2017-12-29,729
2017-12-30,730
2017-12-31,731
2018-01-01,732
2018-01-02,733
2018-01-03,734
2018-01-04,735
2018-01-05,736
2018-01-06,737
2018-01-07,738
2018-01-08,739
2018-01-09,740
2018-01-10,741
2018-01-11,742
2018-01-12,743
2018-01-13,744
2018-01-14,745
2018-01-15,746
2018-01-16,747
2018-01-17,748
2018-01-18,749
2018-01-19,750
2018-01-20,751
2018-01-21,752
2018-01-22,753
2018-01-23,754
2018-01-24,755
2018-01-25,756
2018-01-26,757
2018-01-27,758
2018-01-28,759
2018-01-29,760
2018-01-30,761
2018-01-31,762
2018-02-01,763
2018-02-02,764
2018-02-03,765
2018-02-04,766
2018-02-05,767
2018-02-06,768
2018-02-07,769
2018-02-08,770
2018-02-09,771
2018-02-10,772
2018-02-11,773
2018-02-12,774
2018-02-13,775
2018-02-14,776
2018-02-15,777
2018-02-16,778
2018-02-17,779
2018-02-18,780
2018-02-19,781
2018-02-20,782
2018-02-21,783
2018-02-22,784
2018-02-23,785
2018-02-24,786
2018-02-25,787
2018-02-26,788
2018-02-27,789
2018-02-28,790
2018-03-01,791
2018-03-02,792
2018-03-03,793
2018-03-04,794
2018-03-05,795
2018-03-06,796
2018-03-07,797
2018-03-08,798
2018-03-09,799
2018-03-10,800
2018-03-11,801
2018-03-12,802
2018-03-13,803
2018-03-14,804
2018-03-15,805
2018-03-16,806
2018-03-17,807
2018-03-18,808
2018-03-19,809
2018-03-20,810
2018-03-21,811
2018-03-22,812
2018-03-23,813
2018-03-24,814
2018-03-25,815
2018-03-26,816
2018-03-27,817
2018-03-28,818
2018-03-29,819
2018-03-30,820
2018-03-31,821
2018-04-01,822
2018-04-02,823
2018-04-03,824
2018-04-04,825
2018-04-05,826
2018-04-06,827
2018-04-07,828
2018-04-08,829
2018-04-09,830
2018-04-10,831
2018-04-11,832
2018-04-12,833
2018-04-13,834
2018-04-14,835
2018-04-15,836
2018-04-16,837
2018-04-17,838
2018-04-18,839
2018-04-19,840
2018-04-20,841
2018-04-21,842
2018-04-22,843
2018-04-23,844
2018-04-24,845
2018-04-25,846
2018-04-26,847
2018-04-27,848
2018-04-28,849
2018-04-29,850
2018-04-30,851
2018-05-01,852
2018-05-02,853
2018-05-03,854
2018-05-04,855
2018-05-05,856
2018-05-06,857
2018-05-07,858
2018-05-08,859
2018-05-09,860
2018-05-10,861
2018-05-11,862
2018-05-12,863
2018-05-13,864
2018-05-14,865
2018-05-15,866
2018-05-16,867
2018-05-17,868
2018-05-18,869
2018-05-19,870
2018-05-20,871
2018-05-21,872
2018-05-22,873
2018-05-23,874
2018-05-24,875
2018-05-25,876
2018-05-26,877
2018-05-27,878
2018-05-28,879
2018-05-29,880
2018-05-30,881
2018-05-31,882
2018-06-01,883
2018-06-02,884
2018-06-03,885
2018-06-04,886
2018-06-05,887
2018-06-06,888
2018-06-07,889
2018-06-08,890
2018-06-09,891
2018-06-10,892
2018-06-11,893
2018-06-12,894
2018-06-13,895
2018-06-14,896
2018-06-15,897
2018-06-16,898
2018-06-17,899
2018-06-18,900
2018-06-19,901
2018-06-20,902
2018-06-21,903
2018-06-22,904
2018-06-23,905
2018-06-24,906
2018-06-25,907
2018-06-26,908
2018-06-27,909
2018-06-28,910
2018-06-29,911
2018-06-30,912
2018-07-01,913
2018-07-02,914
2018-07-03,915
2018-07-04,916
2018-07-05,917
2018-07-06,918
2018-07-07,919
2018-07-08,920
2018-07-09,921
2018-07-10,922
2018-07-11,923
2018-07-12,924
2018-07-13,925
2018-07-14,926
2018-07-15,927
2018-07-16,928
2018-07-17,929
2018-07-18,930
2018-07-19,931
2018-07-20,932
2018-07-21,933
2018-07-22,934
2018-07-23,935
2018-07-24,936
2018-07-25,937
2018-07-26,938
2018-07-27,939
2018-07-28,940
2018-07-29,941
2018-07-30,942
2018-07-31,943
2018-08-01,944
2018-08-02,945
2018-08-03,946
2018-08-04,947
2018-08-05,948
2018-08-06,949
2018-08-07,950
2018-08-08,951
2018-08-09,952
2018-08-10,953
2018-08-11,954
2018-08-12,955
2018-08-13,956
2018-08-14,957
2018-08-15,958
2018-08-16,959
2018-08-17,960
2018-08-18,961
2018-08-19,962
2018-08-20,963
2018-08-21,964
2018-08-22,965
2018-08-23,966
2018-08-24,967
2018-08-25,968
2018-08-26,969
2018-08-27,970
2018-08-28,971
2018-08-29,972
2018-08-30,973
2018-08-31,974
2018-09-01,975
2018-09-02,976
2018-09-03,977
2018-09-04,978
2018-09-05,979
2018-09-06,980
2018-09-07,981
2018-09-08,982
2018-09-09,983
2018-09-10,984
2018-09-11,985
2018-09-12,986
2018-09-13,987
2018-09-14,988
2018-09-15,989
2018-09-16,990
2018-09-17,991
2018-09-18,992
2018-09-19,993
2018-09-20,994
2018-09-21,995
2018-09-22,996
2018-09-23,997
2018-09-24,998
2018-09-25,999
2018-09-26,1000
2018-09-27,1001
2018-09-28,1002
2018-09-29,1003
2018-09-30,1004
2018-10-01,1005
2018-10-02,1006
2018-10-03,1007
2018-10-04,1008
2018-10-05,1009
2018-10-06,1010
2018-10-07,1011
2018-10-08,1012
2018-10-09,1013
2018-10-10,1014
2018-10-11,1015
2018-10-12,1016
2018-10-13,1017
2018-10-14,1018
2018-10-15,1019
2018-10-16,1020
2018-10-17,1021
2018-10-18,1022
2018-10-19,1023
2018-10-20,1024
2018-10-21,1025
2018-10-22,1026
2018-10-23,1027
2018-10-24,1028
2018-10-25,1029
2018-10-26,1030
2018-10-27,1031
2018-10-28,1032
2018-10-29,1033
2018-10-30,1034
2018-10-31,1035
2018-11-01,1036
2018-11-02,1037
2018-11-03,1038
2018-11-04,1039
2018-11-05,1040
2018-11-06,1041
2018-11-07,1042
2018-11-08,1043
2018-11-09,1044
2018-11-10,1045
2018-11-11,1046
2018-11-12,1047
2018-11-13,1048
2018-11-14,1049
2018-11-15,1050
2018-11-16,1051
2018-11-17,1052
2018-11-18,1053
2018-11-19,1054
2018-11-20,1055
2018-11-21,1056
2018-11-22,1057
2018-11-23,1058
2018-11-24,1059
2018-11-25,1060
2018-11-26,1061
2018-11-27,1062
2018-11-28,1063
2018-11-29,1064
2018-11-30,1065
2018-12-01,1066
2018-12-02,1067
2018-12-03,1068
2018-12-04,1069
2018-12-05,1070
2018-12-06,1071
2018-12-07,1072
2018-12-08,1073
2018-12-09,1074
2018-12-10,1075
2018-12-11,1076
2018-12-12,1077
2018-12-13,1078
2018-12-14,1079
2018-12-15,1080
2018-12-16,1081
2018-12-17,1082
2018-12-18,1083
2018-12-19,1084
2018-12-20,1085
2018-12-21,1086
2018-12-22,1087
2018-12-23,1088
2018-12-24,1089
2018-12-25,1090
2018-12-26,1091
2018-12-27,1092
2018-12-28,1093
2018-12-29,1094
2018-12-30,1095
2018-12-31,1096
2019-01-01,1097
2019-01-02,1098
2019-01-03,1099
2019-01-04,1100
2019-01-05,1101
2019-01-06,1102
2019-01-07,1103
2019-01-08,1104
2019-01-09,1105
2019-01-10,1106
2019-01-11,1107
2019-01-12,1108
2019-01-13,1109
2019-01-14,1110
2019-01-15,1111
2019-01-16,1112
2019-01-17,1113
2019-01-18,1114
2019-01-19,1115
2019-01-20,1116
2019-01-21,1117
2019-01-22,1118
2019-01-23,1119
2019-01-24,1120
2019-01-25,1121
2019-01-26,1122
2019-01-27,1123
2019-01-28,1124
2019-01-29,1125
2019-01-30,1126
2019-01-31,1127
2019-02-01,1128
2019-02-02,1129
2019-02-03,1130
2019-02-04,1131
2019-02-05,1132
2019-02-06,1133
2019-02-07,1134
2019-02-08,1135
2019-02-09,1136
2019-02-10,1137
2019-02-11,1138
2019-02-12,1139
2019-02-13,1140
2019-02-14,1141
2019-02-15,1142
2019-02-16,1143
2019-02-17,1144
2019-02-18,1145
2019-02-19,1146
2019-02-20,1147
2019-02-21,1148
2019-02-22,1149
2019-02-23,1150
2019-02-24,1151
2019-02-25,1152
2019-02-26,1153
2019-02-27,1154
2019-02-28,1155
2019-03-01,1156
2019-03-02,1157
2019-03-03,1158
2019-03-04,1159
2019-03-05,1160
2019-03-06,1161
2019-03-07,1162
2019-03-08,1163
2019-03-09,1164
2019-03-10,1165
2019-03-11,1166
2019-03-12,1167
2019-03-13,1168
2019-03-14,1169
2019-03-15,1170
2019-03-16,1171
2019-03-17,1172
2019-03-18,1173
2019-03-19,1174
2019-03-20,1175
2019-03-21,1176
2019-03-22,1177
2019-03-23,1178
2019-03-24,1179
2019-03-25,1180
2019-03-26,1181
2019-03-27,1182
2019-03-28,1183
2019-03-29,1184
2019-03-30,1185
2019-03-31,1186
2019-04-01,1187
2019-04-02,1188
2019-04-03,1189
2019-04-04,1190
2019-04-05,1191
2019-04-06,1192
2019-04-07,1193
2019-04-08,1194
2019-04-09,1195
2019-04-10,1196
2019-04-11,1197
2019-04-12,1198
2019-04-13,1199
2019-04-14,1200
2019-04-15,1201
2019-04-16,1202
2019-04-17,1203
2019-04-18,1204
2019-04-19,1205
2019-04-20,1206
2019-04-21,1207
2019-04-22,1208
2019-04-23,1209
2019-04-24,1210
2019-04-25,1211
2019-04-26,1212
2019-04-27,1213
2019-04-28,1214
2019-04-29,1215
2019-04-30,1216
2019-05-01,1217
2019-05-02,1218
2019-05-03,1219
2019-05-04,1220
2019-05-05,1221
2019-05-06,1222
2019-05-07,1223
2019-05-08,1224
2019-05-09,1225
2019-05-10,1226
2019-05-11,1227
2019-05-12,1228
2019-05-13,1229
2019-05-14,1230
2019-05-15,1231
2019-05-16,1232
2019-05-17,1233
2019-05-18,1234
2019-05-19,1235
2019-05-20,1236
2019-05-21,1237
2019-05-22,1238
2019-05-23,1239
2019-05-24,1240
2019-05-25,1241
2019-05-26,1242
2019-05-27,1243
2019-05-28,1244
2019-05-29,1245
2019-05-30,1246
2019-05-31,1247
2019-06-01,1248
2019-06-02,1249
2019-06-03,1250
2019-06-04,1251
2019-06-05,1252
2019-06-06,1253
2019-06-07,1254
2019-06-08,1255
2019-06-09,1256
2019-06-10,1257
2019-06-11,1258
2019-06-12,1259
2019-06-13,1260
2019-06-14,1261
2019-06-15,1262
2019-06-16,1263
2019-06-17,1264
2019-06-18,1265
2019-06-19,1266
2019-06-20,1267
2019-06-21,1268
2019-06-22,1269
2019-06-23,1270
2019-06-24,1271
2019-06-25,1272
2019-06-26,1273
2019-06-27,1274
2019-06-28,1275
2019-06-29,1276
2019-06-30,1277
2019-07-01,1278
2019-07-02,1279
2019-07-03,1280
2019-07-04,1281
2019-07-05,1282
2019-07-06,1283
2019-07-07,1284
2019-07-08,1285
2019-07-09,1286
2019-07-10,1287
2019-07-11,1288
2019-07-12,1289
2019-07-13,1290
2019-07-14,1291
2019-07-15,1292
2019-07-16,1293
2019-07-17,1294
2019-07-18,1295
2019-07-19,1296
2019-07-20,1297
2019-07-21,1298
2019-07-22,1299
2019-07-23,1300
2019-07-24,1301
2019-07-25,1302
2019-07-26,1303
2019-07-27,1304
2019-07-28,1305
2019-07-29,1306
2019-07-30,1307
2019-07-31,1308
2019-08-01,1309
2019-08-02,1310
2019-08-03,1311
2019-08-04,1312
2019-08-05,1313
2019-08-06,1314
2019-08-07,1315
2019-08-08,1316
2019-08-09,1317
2019-08-10,1318
2019-08-11,1319
2019-08-12,1320
2019-08-13,1321
2019-08-14,1322
2019-08-15,1323
2019-08-16,1324
2019-08-17,1325
2019-08-18,1326
2019-08-19,1327
2019-08-20,1328
2019-08-21,1329
2019-08-22,1330
2019-08-23,1331
2019-08-24,1332
2019-08-25,1333
2019-08-26,1334
2019-08-27,1335
2019-08-28,1336
2019-08-29,1337
2019-08-30,1338
2019-08-31,1339
2019-09-01,1340
2019-09-02,1341
2019-09-03,1342
2019-09-04,1343
2019-09-05,1344
2019-09-06,1345
2019-09-07,1346
2019-09-08,1347
2019-09-09,1348
2019-09-10,1349
2019-09-11,1350
2019-09-12,1351
2019-09-13,1352
2019-09-14,1353
2019-09-15,1354
2019-09-16,1355
2019-09-17,1356
2019-09-18,1357
2019-09-19,1358
2019-09-20,1359
2019-09-21,1360
2019-09-22,1361
2019-09-23,1362
2019-09-24,1363
2019-09-25,1364
2019-09-26,1365
2019-09-27,1366
2019-09-28,1367
2019-09-29,1368
2019-09-30,1369
2019-10-01,1370
2019-10-02,1371
2019-10-03,1372
2019-10-04,1373
2019-10-05,1374
2019-10-06,1375
2019-10-07,1376
2019-10-08,1377
2019-10-09,1378
2019-10-10,1379
2019-10-11,1380
2019-10-12,1381
2019-10-13,1382
2019-10-14,1383
2019-10-15,1384
2019-10-16,1385
2019-10-17,1386
2019-10-18,1387
2019-10-19,1388
2019-10-20,1389
2019-10-21,1390
2019-10-22,1391
2019-10-23,1392
2019-10-24,1393
2019-10-25,1394
2019-10-26,1395
2019-10-27,1396
2019-10-28,1397
2019-10-29,1398
2019-10-30,1399
2019-10-31,1400
2019-11-01,1401
2019-11-02,1402
2019-11-03,1403
2019-11-04,1404
2019-11-05,1405
2019-11-06,1406
2019-11-07,1407
2019-11-08,1408
2019-11-09,1409
2019-11-10,1410
2019-11-11,1411
2019-11-12,1412
2019-11-13,1413
2019-11-14,1414
2019-11-15,1415
2019-11-16,1416
2019-11-17,1417
2019-11-18,1418
2019-11-19,1419
2019-11-20,1420
2019-11-21,1421
2019-11-22,1422
2019-11-23,1423
2019-11-24,1424
2019-11-25,1425
2019-11-26,1426
2019-11-27,1427
2019-11-28,1428
2019-11-29,1429
2019-11-30,1430
2019-12-01,1431
2019-12-02,1432
2019-12-03,1433
2019-12-04,1434
2019-12-05,1435
2019-12-06,1436
2019-12-07,1437
2019-12-08,1438
2019-12-09,1439
2019-12-10,1440
2019-12-11,1441
2019-12-12,1442
2019-12-13,1443
2019-12-14,1444
2019-12-15,1445
2019-12-16,1446
2019-12-17,1447
2019-12-18,1448
2019-12-19,1449
2019-12-20,1450
2019-12-21,1451
2019-12-22,1452
2019-12-23,1453
2019-12-24,1454
2019-12-25,1455
2019-12-26,1456
2019-12-27,1457
2019-12-28,1458
2019-12-29,1459
2019-12-30,1460
2019-12-31,1461
2020-01-01,1462
2020-01-02,1463
2020-01-03,1464
2020-01-04,1465
2020-01-05,1466
2020-01-06,1467
2020-01-07,1468
2020-01-08,1469
2020-01-09,1470
2020-01-10,1471
2020-01-11,1472
2020-01-12,1473
2020-01-13,1474
2020-01-14,1475
2020-01-15,1476
2020-01-16,1477
2020-01-17,1478
2020-01-18,1479
2020-01-19,1480
2020-01-20,1481
2020-01-21,1482
2020-01-22,1483
2020-01-23,1484
2020-01-24,1485
2020-01-25,1486
2020-01-26,1487
2020-01-27,1488
2020-01-28,1489
2020-01-29,1490
2020-01-30,1491
2020-01-31,1492
2020-02-01,1493
2020-02-02,1494
2020-02-03,1495
2020-02-04,1496
2020-02-05,1497
2020-02-06,1498
