date_id,precipitation,temp_max,temp_min,wind,humidity,pressure,solar_radiation,visibility,weather_id,cloudiness_id,estacion_id
100,34.9262054398,11.7239246896,10.0030150659,3.4184822875,54.8170994513,1021.4029038623,85.6386071975,8.8593144549,2,1,2
101,37.8935487818,4.1791574183,1.2908634097,4.7756354106,71.7125667360,1049.5755151948,103.4333274797,11.3899404184,2,1,2
102,42.2737393825,29.2072862979,0.7887598243,2.9101884188,62.2373461119,1015.7572100400,1114.4331256709,1.8255752461,2,2,2
103,2.7320878248,0.1614712150,-0.9088587113,6.9316377507,65.3497094800,1007.5120055705,522.3714144677,16.9634384658,3,1,2
104,23.7125903935,16.3425047590,2.3532300488,4.7626920926,98.6928994921,997.9279649343,2.2004147205,8.8890877140,3,1,2
105,48.5884867566,32.4132502078,-6.1368106771,7.4825727366,37.5973924512,1042.1913740628,417.6762436619,8.7067487868,1,1,2
106,21.8310646602,34.6331510216,2.6283474483,3.9079300245,51.0913590861,1031.6628277244,729.7849130297,17.8147848881,2,1,2
107,19.1783212675,4.6024464639,0.7907837623,5.9966730665,93.8928852962,999.4349668026,1071.3763074685,19.3393211037,1,2,2
108,23.6607478241,15.3333756892,3.0014868670,4.8879016099,91.9432993625,1033.1788158571,195.3307269680,18.4620546797,3,1,2
109,10.7633034081,12.6675827675,3.6033078901,1.7544055757,50.8137679389,998.4797740254,638.8652354058,14.0590050138,2,1,2
110,15.1865452187,27.6638043100,16.2753671797,6.0239476341,44.2285885310,1001.0450221248,803.0051812558,19.6442941369,1,2,2
111,51.7969276413,13.3464328270,9.5341665828,9.3315627600,36.8735228851,999.3456947253,1128.9013558627,9.5310418918,1,2,2
112,30.9329166046,28.7390925063,17.6085450906,8.6562880646,78.0126669858,986.6599712135,17.8768417857,4.1659422589,1,3,2
113,10.7037504916,9.2303672632,0.6067758989,3.7106658416,59.3547682126,1017.2419098125,70.6593229375,8.0525873630,2,1,2
114,13.7612361114,6.1057285155,4.8909647876,3.3344587678,71.4863383802,1023.2594249949,570.1675845161,10.5955259586,2,1,2
115,25.4467800785,1.7629539732,-6.9055594956,4.2804733690,47.9792124352,1010.2267339401,584.2135124108,6.6082259546,2,1,2
116,36.1957015018,31.0651771301,-6.5448650535,5.4006792653,79.3451563670,1021.4977477895,1147.9467484826,18.7645745160,1,2,2
117,4.3506210328,32.7741935752,8.9244994962,7.7325587118,84.7654538337,1006.7739323964,980.4779816984,12.2972839757,3,2,2
118,22.4805369745,21.8181055543,5.3729609168,5.0192496849,56.5607979382,1022.9874774099,633.7928582166,17.2484682589,1,1,2
119,12.6211615687,8.0690713961,-2.2844576283,0.6560007423,39.8474860683,980.1426056926,489.2646902741,3.0235357475,2,1,2
120,25.9838193218,15.2954175212,3.5098165926,5.0390094064,84.9430670620,1044.2505618537,93.0300800795,3.6073405641,4,1,2
121,8.3696921626,20.0915271171,2.2629322522,7.0832596683,88.5788930843,1015.8876843055,64.5499407043,1.0398995351,4,1,2
122,29.7584147095,30.4855262568,4.1108430382,6.5171905034,91.2202820728,1024.5278459190,39.4919610745,15.5570985635,1,1,2
123,51.0859932854,4.0930298157,-0.5554753066,4.1917890951,30.4118411279,1028.5367790372,624.3715828514,16.0322050786,2,1,2
124,31.3654966045,21.3595401201,8.5315290259,8.7625348277,85.1269100060,985.9021612017,670.1048359973,1.5356007279,1,3,2
125,33.1763060534,2.8255060761,-1.4783825504,0.9648063187,76.4499593115,1001.4565698024,339.6063661774,11.0972543060,2,1,2
126,41.9101336495,28.2364878474,11.5407958000,5.3869138586,74.1930291867,1010.2347270156,351.6709414720,18.4269747036,1,1,2
127,7.4915482573,-1.4842246244,-5.2909969964,5.5284820451,36.9272635375,992.8206972605,1183.6599460821,4.5112747840,3,2,2
128,30.9810996920,19.9986743321,10.5149347544,1.2046372040,50.2528639712,1004.4727879354,348.3066027438,9.7379343313,2,1,2
129,29.2493989390,30.3600232988,9.1439078997,4.0209898911,80.4211607808,1018.1869217576,858.6069228918,18.7927024458,2,2,2
130,22.9354377595,8.5796977969,4.7239705961,1.9484721734,43.3283908316,1013.0314463950,1088.7880307472,15.6878808082,2,2,2
131,11.6392174677,0.3630702520,-3.9289522203,2.8991202453,52.4031883311,1039.0012411849,501.1066033564,6.8532018490,2,1,2
132,36.6253283380,7.8250036421,2.3153028274,4.2826525624,71.0311995502,1002.9009056025,844.5221564135,0.8140866978,2,2,2
133,27.9334719454,15.3333756892,4.8909647876,4.7756354106,91.1683625485,1022.4222292226,723.5453998177,2.3593878075,4,1,2
134,28.1811094793,15.8907368844,5.0259698623,4.7506799462,89.8916632478,1006.2761862915,623.4682960260,10.8818238423,3,1,2
135,27.7439974765,17.3142900161,5.2669679268,4.7506799462,67.8617845818,997.5448610493,275.6916855404,0.8387833936,3,1,2
136,21.1261100255,7.0281260657,5.3913329373,6.5719535191,57.1981027967,1007.5748678142,648.6423493401,5.5779047286,1,1,2
137,20.4069226467,6.7748475482,3.1256656024,8.3488915527,75.5147529020,1043.8458000162,1083.2175848862,2.5414395154,1,2,2
138,27.5545230076,18.1804819526,4.8909647876,4.7257244819,62.0031257660,1008.7439921901,1039.6021506487,19.2208266725,3,2,2
139,1.3388813414,26.8463570933,-4.3088676624,6.1756872977,52.3807084116,996.7438979702,311.0431076708,18.4639964912,3,1,2
140,27.7439974765,18.4868307495,5.2669679268,4.8317685102,80.5583076088,1002.3152492953,626.4040525190,15.3829693984,3,1,2
141,26.5208585651,11.0305846206,8.4063176491,4.8879016099,52.4618132720,1026.6321549625,733.3462471369,19.7938996944,2,1,2
142,37.6234024805,32.6016265385,-2.8111126757,2.5040304352,72.6620424812,1009.0058898719,71.0521804736,4.2328107043,2,1,2
143,27.7439974765,18.7971095304,4.8074676919,4.8317685102,36.4406077752,1046.7304735659,54.7099497389,12.3154967287,3,1,2
144,0.1824926852,23.0074987394,12.0168521775,2.4043035016,74.7340287563,1007.0799521589,224.7807720373,9.7868309553,3,1,2
145,9.5725746515,28.4733856201,4.0141507064,6.3600887160,61.3181939389,1001.1565946685,603.0341093507,17.0971376364,3,1,2
146,27.5545230076,15.2574593533,4.8909647876,4.6194459292,40.7951368044,998.9347376454,660.6303875066,8.1318935686,3,1,2
147,16.9600335924,2.6137711744,-0.6447929403,2.8571142608,87.1589366327,1046.0512558242,740.1301935239,2.2696340224,2,1,2
148,27.5545230076,18.7931795465,4.8909647876,4.7756354106,45.0639683905,1028.1743761852,460.4578378432,4.0611599141,3,1,2
149,14.6565924344,4.1431794949,-4.3275246827,8.5506355102,64.9057262242,1027.2643563795,231.1069719935,7.6492286572,1,1,2
150,11.4286499147,25.2455743281,11.7146433713,6.0606434540,91.4409531155,1043.3267109602,1083.0520667411,7.8635344959,1,2,2
151,30.8758491529,10.8023070023,6.8090895452,5.8821289753,97.3367855030,1021.1333004701,581.0325865596,13.5935724176,1,1,2
152,43.4505934438,1.6033923133,-0.5157736782,2.5437916931,93.7052915751,998.1471192934,496.2388157799,18.8262774304,2,1,2
153,16.0453549687,12.9475942622,-2.8053673017,1.2430312004,85.2090170715,1037.6603408662,334.4421755884,17.0393405941,2,1,3
154,27.5545230076,19.4637519960,5.1609749369,5.0587691278,56.4312089654,1024.4316756977,997.9653745506,0.2492021687,3,2,3
155,3.2133781813,22.1640162230,11.4042378225,3.6219164960,79.8764857556,1044.2226540040,204.5455961656,13.7256568334,3,1,3
156,40.9227379206,35.3060849072,10.4292528159,0.8854382847,31.5959954318,1008.3638369427,368.3905866006,10.9697573086,2,1,3
157,21.4471375760,9.7875035930,7.0261648090,7.7388821054,77.0059014196,1045.8839407656,567.3079174493,18.0364088422,1,1,3
158,43.1794773345,15.2574593533,13.1075265224,6.6612328260,88.5970577988,996.0513886897,833.2535706509,3.3784976343,1,2,3
159,53.5398698386,31.8515394379,14.1688971859,4.5294972559,66.1214259394,1038.8069166959,475.7601124720,6.1845883248,2,1,3
160,54.3121218484,19.7713367369,5.1609749369,3.6957969079,51.9280158104,989.7952772913,343.7297257967,9.7640896693,2,1,3
161,27.7439974765,19.1323957551,5.3821469270,5.2943338960,42.8232246252,1011.2122092099,562.5447087626,14.3585435246,3,1,3
162,27.7439974765,19.6175443665,5.3821469270,5.1302615306,44.2580494272,1009.9330411785,202.9703678002,4.8380775602,3,1,3
163,27.7439974765,19.6175443665,5.2669679268,5.1302615306,45.5148417043,1023.0165869534,454.7979185506,7.9703922929,3,1,3
164,9.9716109751,1.4235845439,-2.6152148735,9.1932670101,88.9816006845,998.0867813847,191.8664522199,15.5238571169,3,1,3
165,49.4486802919,-0.8962343652,-2.0933632888,5.0587691278,53.5961027870,998.1519103911,1013.9638903490,8.3311738647,1,2,3
166,28.5914354422,19.8569208117,5.5419474211,5.3888056019,69.9311180484,1023.1628295496,566.9287280593,1.7600465599,3,1,3
167,41.3362778559,31.0743317370,0.7201245629,2.2705655317,98.2648640763,1026.5697691312,496.6712886854,5.4071295735,2,1,3
168,53.5754830158,24.4248710383,12.0499585666,5.7253593815,38.1386967604,1020.1120045582,1093.5679035588,3.2958845809,1,2,3
169,27.9334719454,18.7931795465,14.3840670279,2.3607441062,49.3565173984,1044.3233279092,809.7249392333,5.6225498358,2,2,3
170,30.3171319312,19.6175443665,5.5419474211,5.4595896951,54.4915325759,1018.6751323950,435.1624251851,9.1770819091,3,1,3
171,3.9280158059,27.8627935936,12.1969690617,4.5131650883,54.6762201450,1009.5387126350,531.9381227463,3.5256242100,3,1,3
172,41.8431827270,19.9425048865,0.5060081651,3.7043048666,93.0230340402,983.6522140089,721.1887552738,16.7343937225,2,3,3
173,45.3482833267,21.3184402462,6.4954903290,6.0073003681,75.4565333542,1020.3983854683,962.6735697668,17.6010386333,1,2,3
174,13.0340678168,34.8203314888,7.4223653963,8.5841891788,65.6519278579,1047.3581265665,887.8891787501,7.0132167070,1,2,3
175,45.2427299504,34.1371604684,-0.4109936974,6.7317892751,88.5386246396,980.6956133844,218.5417434575,18.1829446378,1,3,3
176,27.5545230076,18.8010395143,6.7443248093,3.6205473827,43.3058466658,1045.6342980037,1113.0506148983,12.3777716274,2,2,3
177,30.4908544569,19.7713367369,5.7409761003,5.3906973451,62.6132383196,1046.5217386698,106.8835177818,10.0523638785,3,1,3
178,3.0595973872,30.3640435848,11.1914399393,1.9342634495,72.2500927460,999.5053224526,1073.0072271930,4.0959257839,3,2,3
179,30.4908544569,19.7713367369,5.6925619050,5.3906973451,66.1989941203,1033.6971113798,174.6269474693,6.6460667704,3,1,3
180,15.8959386179,6.6793732687,6.4280156165,8.8969000324,53.8802180238,1028.3051666736,597.5253358516,11.7616437103,1,1,3
181,25.5625438052,12.6887679762,9.3656230062,2.8052588221,81.4176675737,1019.4361285863,498.8403271113,9.6087672409,2,1,3
182,38.1278643105,30.5684307426,16.9594258911,4.6194459292,55.5020870406,1010.1526288391,375.3950116356,17.3830522619,2,1,3
183,55.2784873460,5.7088548902,2.4869621288,8.5303845881,92.7329377417,1007.8152819442,291.9411572934,15.0390225255,1,1,3
184,49.4679749992,19.4637519960,14.6007682348,0.9898813819,43.5519810531,1001.9172232821,861.7452717297,12.6797326401,2,2,3
185,17.9066115698,31.3975195678,6.8796683415,4.4694700801,54.5117547015,1010.0736057443,804.4736901944,11.0275336112,2,2,3
186,10.1613427088,33.5970293506,5.7409761003,7.1525879674,40.9944460907,1010.7790365727,730.1432729330,16.5769252208,1,1,3
187,27.3721161721,6.8919518947,2.5659406569,4.9254022127,84.1656517620,1023.0048448941,329.9963178658,19.6912833806,2,1,3
188,30.8758491529,20.8485253693,6.4280156165,5.7114085970,71.7334699515,1046.9031002709,1032.3108599824,8.9912194097,3,2,3
189,37.6127683110,12.1162700526,11.5363427238,7.9326090174,85.7656404594,1002.5718946860,791.7296767785,3.1121547845,1,1,3
190,31.0787367243,20.7488076980,6.4617529728,5.7183839892,61.3475430080,995.2869910667,618.6796327178,14.8541875372,3,1,3
191,31.0787367243,20.7488076980,6.4617529728,5.7183839892,87.5174245565,992.5421893771,735.5003221718,9.1520939144,3,1,3
192,5.4875711221,10.7718447307,4.5460271681,7.7841880745,51.0055910687,1047.0943357381,1.2414680598,5.4788053120,3,1,3
193,30.8758491529,20.8485253693,6.4280156165,5.8821289753,31.2228902616,1024.7204114140,1156.1967419084,10.2265830254,3,2,3
194,30.6833518049,21.0834828078,6.0844958584,5.8421679706,87.1133985622,1017.3009218245,215.7227028619,10.3712290187,3,1,3
195,31.0787367243,21.0834828078,5.7167690026,5.8421679706,48.7860058956,988.4773193067,1017.6714188618,3.6958935769,3,2,3
196,39.4522017919,12.1193717949,11.5597129310,0.5143210386,30.9058160382,1029.5976668218,1029.7615955790,12.6273353398,2,2,3
197,31.9444338669,20.7488076980,6.0844958584,5.8421679706,76.9153238421,1042.4169259485,1174.1676667592,17.5757463941,3,2,3
198,35.5337811271,26.7543013279,-4.9851802467,8.6259205879,71.8704157670,986.7885220503,1012.3821889512,16.8642960329,1,2,3
199,45.9314693824,31.5372069528,-2.6452384545,5.2017539334,71.3314439051,1047.4660568358,416.5697652597,16.2173387515,1,1,3
200,14.4416341911,14.3803196977,10.6061901228,4.3934324665,87.0774461492,1045.8468678225,677.4047572816,10.0186611254,2,1,3
201,53.8656125468,7.6817002217,-4.3396031363,7.2805632540,57.9003156975,992.7790634204,387.0615490792,7.4437552127,1,1,3
202,39.8867271511,35.4483872094,5.6925619050,9.4936512653,91.4785535432,1005.9217561421,41.3671226374,14.7886086082,1,1,3
203,32.6072434381,6.8272544353,-6.6361725747,8.3594674018,88.1666027225,1005.2476678428,1067.9580968485,9.4945576799,1,2,3
204,54.2773275459,24.1880784768,7.9025317781,7.7566592465,58.6777600283,1033.1249268955,17.6431268630,7.4593721707,1,1,3
205,31.9444338669,21.0834828078,6.0844958584,5.7183839892,68.6762119235,1048.1509064707,645.8151231152,14.0613496592,3,1,3
206,31.2816242957,35.5322287444,-0.5906248756,6.0077938039,89.6091099062,1002.2500504142,628.4455074257,2.9921415181,1,1,3
207,3.5556234295,30.6977481729,2.3332886741,9.0702146578,62.3913756190,1020.5968206244,777.5131609436,17.1740418912,3,1,3
208,23.6045601404,16.0053729132,8.0714417531,6.6971153062,33.2304771766,1007.5959165650,426.0869053790,10.2423230627,1,1,3
209,31.0728740504,21.0834828078,5.6532985351,5.5510529710,89.3133220278,1034.5889193945,263.2474260876,2.6282370086,4,1,3
210,31.0728740504,20.7488076980,5.3875050510,5.5510529710,54.6729095022,981.2358286294,229.9193037820,13.6990455624,3,1,3
211,8.3174008959,11.3419545150,9.4436770883,6.1780436668,53.2208277691,994.4069500656,557.8742400898,3.2086471195,3,1,3
212,45.2244544698,22.9397770120,12.0542036704,2.9198776303,52.4698685783,1045.0301609328,614.5572578440,16.2839402591,2,1,3
